# Starting date:             2015-05-16 16:32:19
# Cluster job name:          fribourg.m1.m2.goal
# Cluster job ID:            7369704
# Cluster node:              hnode03
# Cluster queue:             mpi.q
# GOAL command:              complement -m fribourg -m1 -m2
# Input data:                goal.tar.gz
# Memory limit (Java heap):  1G
# Timeout (CPU time):        600s
id,states,timeout,memout,cpu_time,real_time,dt,da,file
109,90,N,N,2.549,10.112,1.0,0.2,s15_t1.0_a0.2_009.gff
110,51,N,N,2.371,5.385,1.0,0.2,s15_t1.0_a0.2_010.gff
111,155,N,N,2.729,3.176,1.0,0.2,s15_t1.0_a0.2_011.gff
112,4857,N,N,11.195,6.651,1.0,0.2,s15_t1.0_a0.2_012.gff
113,21,N,N,2.308,2.514,1.0,0.2,s15_t1.0_a0.2_013.gff
114,35,N,N,2.283,1.262,1.0,0.2,s15_t1.0_a0.2_014.gff
115,450,N,N,3.182,2.964,1.0,0.2,s15_t1.0_a0.2_015.gff
116,185,N,N,2.644,1.554,1.0,0.2,s15_t1.0_a0.2_016.gff
117,198,N,N,2.804,3.197,1.0,0.2,s15_t1.0_a0.2_017.gff
118,2525,N,N,6.127,3.533,1.0,0.2,s15_t1.0_a0.2_018.gff
119,88,N,N,2.486,1.806,1.0,0.2,s15_t1.0_a0.2_019.gff
120,40,N,N,2.376,3.778,1.0,0.2,s15_t1.0_a0.2_020.gff
121,300,N,N,3.045,5.904,1.0,0.2,s15_t1.0_a0.2_021.gff
122,701,N,N,3.686,3.190,1.0,0.2,s15_t1.0_a0.2_022.gff
123,509,N,N,3.422,2.718,1.0,0.2,s15_t1.0_a0.2_023.gff
124,1102,N,N,4.757,6.574,1.0,0.2,s15_t1.0_a0.2_024.gff
125,62,N,N,2.340,4.550,1.0,0.2,s15_t1.0_a0.2_025.gff
126,199,N,N,2.755,3.972,1.0,0.2,s15_t1.0_a0.2_026.gff
127,302,N,N,3.019,7.802,1.0,0.2,s15_t1.0_a0.2_027.gff
128,149,N,N,2.703,1.723,1.0,0.2,s15_t1.0_a0.2_028.gff
129,32,N,N,2.357,6.848,1.0,0.2,s15_t1.0_a0.2_029.gff
130,8,N,N,2.295,1.624,1.0,0.2,s15_t1.0_a0.2_030.gff
131,858,N,N,4.232,3.571,1.0,0.2,s15_t1.0_a0.2_031.gff
132,256,N,N,2.930,2.480,1.0,0.2,s15_t1.0_a0.2_032.gff
133,263,N,N,2.910,1.573,1.0,0.2,s15_t1.0_a0.2_033.gff
134,365,N,N,3.065,2.541,1.0,0.2,s15_t1.0_a0.2_034.gff
135,2561,N,N,7.063,3.584,1.0,0.2,s15_t1.0_a0.2_035.gff
136,63,N,N,2.461,2.173,1.0,0.2,s15_t1.0_a0.2_036.gff
137,113,N,N,2.569,10.068,1.0,0.2,s15_t1.0_a0.2_037.gff
138,355,N,N,3.044,4.166,1.0,0.2,s15_t1.0_a0.2_038.gff
139,112,N,N,2.561,6.918,1.0,0.2,s15_t1.0_a0.2_039.gff
140,749,N,N,3.669,9.836,1.0,0.2,s15_t1.0_a0.2_040.gff
141,311,N,N,3.023,2.303,1.0,0.2,s15_t1.0_a0.2_041.gff
142,20,N,N,2.302,7.652,1.0,0.2,s15_t1.0_a0.2_042.gff
143,133,N,N,2.675,12.816,1.0,0.2,s15_t1.0_a0.2_043.gff
144,472,N,N,3.171,6.960,1.0,0.2,s15_t1.0_a0.2_044.gff
145,403,N,N,3.131,12.726,1.0,0.2,s15_t1.0_a0.2_045.gff
146,850,N,N,3.801,2.045,1.0,0.2,s15_t1.0_a0.2_046.gff
147,3206,N,N,7.739,6.421,1.0,0.2,s15_t1.0_a0.2_047.gff
148,38,N,N,2.358,2.601,1.0,0.2,s15_t1.0_a0.2_048.gff
149,537,N,N,3.554,6.289,1.0,0.2,s15_t1.0_a0.2_049.gff
150,874,N,N,3.798,2.037,1.0,0.2,s15_t1.0_a0.2_050.gff
