# Starting date:             2015-06-04 20:40:43
# Cluster job name:          fribourg.r.goal
# Cluster job ID:            9183489
# Cluster node:              hnode30
# Cluster queue:             mpi.q
# GOAL command:              complement -m fribourg -r
# Input data:                goal.tar.gz
# Memory limit (Java heap):  1G
# Timeout (CPU time):        600s
id,states,timeout,memout,cpu_time,real_time,dt,da,file
103,8,N,N,2.258,1.220,1.0,0.2,s15_t1.0_a0.2_003.gff
104,277,N,N,3.158,1.689,1.0,0.2,s15_t1.0_a0.2_004.gff
105,79,N,N,3.030,1.642,1.0,0.2,s15_t1.0_a0.2_005.gff
106,35,N,N,2.427,1.289,1.0,0.2,s15_t1.0_a0.2_006.gff
107,49,N,N,2.393,1.291,1.0,0.2,s15_t1.0_a0.2_007.gff
108,83,N,N,2.738,1.496,1.0,0.2,s15_t1.0_a0.2_008.gff
109,74,N,N,2.474,1.317,1.0,0.2,s15_t1.0_a0.2_009.gff
110,29,N,N,2.279,1.237,1.0,0.2,s15_t1.0_a0.2_010.gff
111,126,N,N,2.702,1.450,1.0,0.2,s15_t1.0_a0.2_011.gff
112,4827,N,N,19.778,14.822,1.0,0.2,s15_t1.0_a0.2_012.gff
113,12,N,N,2.294,1.225,1.0,0.2,s15_t1.0_a0.2_013.gff
114,27,N,N,2.269,1.237,1.0,0.2,s15_t1.0_a0.2_014.gff
115,106,N,N,3.134,1.745,1.0,0.2,s15_t1.0_a0.2_015.gff
116,90,N,N,2.537,1.412,1.0,0.2,s15_t1.0_a0.2_016.gff
117,139,N,N,2.755,1.485,1.0,0.2,s15_t1.0_a0.2_017.gff
118,2640,N,N,8.825,5.394,1.0,0.2,s15_t1.0_a0.2_018.gff
119,63,N,N,2.439,1.328,1.0,0.2,s15_t1.0_a0.2_019.gff
120,16,N,N,2.301,1.231,1.0,0.2,s15_t1.0_a0.2_020.gff
121,208,N,N,3.027,1.617,1.0,0.2,s15_t1.0_a0.2_021.gff
122,523,N,N,4.288,2.072,1.0,0.2,s15_t1.0_a0.2_022.gff
123,348,N,N,3.381,1.825,1.0,0.2,s15_t1.0_a0.2_023.gff
124,425,N,N,5.241,2.699,1.0,0.2,s15_t1.0_a0.2_024.gff
125,37,N,N,2.332,1.251,1.0,0.2,s15_t1.0_a0.2_025.gff
126,51,N,N,2.570,1.410,1.0,0.2,s15_t1.0_a0.2_026.gff
127,164,N,N,2.924,1.594,1.0,0.2,s15_t1.0_a0.2_027.gff
128,118,N,N,2.598,1.389,1.0,0.2,s15_t1.0_a0.2_028.gff
129,21,N,N,2.301,1.244,1.0,0.2,s15_t1.0_a0.2_029.gff
130,7,N,N,2.245,1.208,1.0,0.2,s15_t1.0_a0.2_030.gff
131,537,N,N,4.792,2.266,1.0,0.2,s15_t1.0_a0.2_031.gff
132,64,N,N,2.715,1.474,1.0,0.2,s15_t1.0_a0.2_032.gff
133,184,N,N,2.804,1.517,1.0,0.2,s15_t1.0_a0.2_033.gff
134,306,N,N,3.101,1.662,1.0,0.2,s15_t1.0_a0.2_034.gff
135,430,N,N,10.885,7.017,1.0,0.2,s15_t1.0_a0.2_035.gff
136,34,N,N,2.339,1.277,1.0,0.2,s15_t1.0_a0.2_036.gff
137,53,N,N,2.525,1.351,1.0,0.2,s15_t1.0_a0.2_037.gff
138,203,N,N,3.063,1.643,1.0,0.2,s15_t1.0_a0.2_038.gff
139,31,N,N,2.590,1.386,1.0,0.2,s15_t1.0_a0.2_039.gff
140,650,N,N,4.368,2.123,1.0,0.2,s15_t1.0_a0.2_040.gff
141,223,N,N,2.941,1.605,1.0,0.2,s15_t1.0_a0.2_041.gff
142,15,N,N,2.265,1.215,1.0,0.2,s15_t1.0_a0.2_042.gff
143,163,N,N,2.675,1.441,1.0,0.2,s15_t1.0_a0.2_043.gff
